Verse	Modern	Koine	Lemma	ESN	Role	Morphology
40001001	¶Βίβλος	βιβλοσ	βίβλος	9760	N	....NFS
40001001	γενέσεως	γενεσεωσ	γένεσις	10780	N	....GFS
40001001	˚Ἰησοῦ	=ιυ	Ἰησοῦς	24240	N	....GMS
40001001	˚Χριστοῦ,	=χυ	χριστός	55470	N	....GMS
40001001	υἱοῦ	υιου	υἱός	52070	N	....GMS
40001001	Δαυὶδ,	δαυειδ	Δαυίδ	11380	N	....GMS
40001001	υἱοῦ	υιου	υἱός	52070	N	....GMS
40001001	Ἀβραάμ:	αβρααμ	Ἀβραάμ	110	N	....GMS
40001002	Ἀβραὰμ	αβρααμ	Ἀβραάμ	110	N	....NMS
40001002	ἐγέννησεν	εγεννησεν	γεννάω	10800	V	IAA3..S
40001002	τὸν	τον	ὁ	35880	E	....AMS
40001002	Ἰσαάκ,	ισαακ	Ἰσαάκ	24640	N	....AMS
40001002	Ἰσαὰκ	ισαακ	Ἰσαάκ	24640	N	....NMS
40001002	δὲ	δε	δέ	11610	C	.......
40001002	ἐγέννησεν	εγεννησεν	γεννάω	10800	V	IAA3..S
40001002	τὸν	τον	ὁ	35880	E	....AMS
40001002	Ἰακώβ,	ιακωβ	Ἰακώβ	23840	N	....AMS
40001002	Ἰακὼβ	ιακωβ	Ἰακώβ	23840	N	....NMS
40001002	δὲ	δε	δέ	11610	C	.......
40001002	ἐγέννησεν	εγεννησεν	γεννάω	10800	V	IAA3..S
40001002	τὸν	τον	ὁ	35880	E	....AMS
40001002	Ἰούδαν	ιουδαν	Ἰούδας	24550	N	....AMS
40001002	καὶ	και	καί	25320	C	.......
40001002	τοὺς	τουσ	ὁ	35880	E	....AMP
40001002	ἀδελφοὺς	αδελφουσ	ἀδελφός	800	N	....AMP
40001002	αὐτοῦ,	αυτου	αὐτός	8460	R	...3GMS
40001003	Ἰούδας	ιουδασ	Ἰούδας	24550	N	....NMS
40001003	δὲ	δε	δέ	11610	C	.......
40001003	ἐγέννησεν	εγεννησεν	γεννάω	10800	V	IAA3..S
40001003	τὸν	τον	ὁ	35880	E	....AMS
40001003	Φαρὲς	φαρεσ	Φαρές	53290	N	....AMS
40001003	καὶ	και	καί	25320	C	.......
40001003	τὸν	τον	ὁ	35880	E	....AMS
40001003	Ζάρα	ζαρα	Ζάρα	21960	N	....AMS
40001003	ἐκ	εκ	ἐκ	15370	P	.......
40001003	τῆς	τησ	ὁ	35880	E	....GFS
40001003	Θαμάρ,	θαμαρ	Θαμάρ	22830	N	....GFS
40001003	Φαρὲς	φαρεσ	Φαρές	53290	N	....NMS
40001003	δὲ	δε	δέ	11610	C	.......
40001003	ἐγέννησεν	εγεννησεν	γεννάω	10800	V	IAA3..S
40001003	τὸν	τον	ὁ	35880	E	....AMS
40001003	Ἑσρώμ,	εσρωμ	Ἑσρώμ	20740	N	....AMS
40001003	Ἑσρὼμ	εσρωμ	Ἑσρώμ	20740	N	....NMS
40001003	δὲ	δε	δέ	11610	C	.......
40001003	ἐγέννησεν	εγεννησεν	γεννάω	10800	V	IAA3..S
40001003	τὸν	τον	ὁ	35880	E	....AMS
40001003	Ἀράμ,	αραμ	Ἀράμ	6890	N	....AMS
40001004	Ἀρὰμ	αραμ	Ἀράμ	6890	N	....NMS
40001004	δὲ	δε	δέ	11610	C	.......
40001004	ἐγέννησεν	εγεννησεν	γεννάω	10800	V	IAA3..S
40001004	τὸν	τον	ὁ	35880	E	....AMS
40001004	Ἀμιναδάβ,	αμιναδαβ	Ἀμιναδάβ	2840	N	....AMS
40001004	Ἀμιναδὰβ	αμιναδαβ	Ἀμιναδάβ	2840	N	....NMS
40001004	δὲ	δε	δέ	11610	C	.......
40001004	ἐγέννησεν	εγεννησεν	γεννάω	10800	V	IAA3..S
40001004	τὸν	τον	ὁ	35880	E	....AMS
40001004	Ναασσών,	ναασσων	Ναασσών	34760	N	....AMS
40001004	Ναασσὼν	ναασσων	Ναασσών	34760	N	....NMS
40001004	δὲ	δε	δέ	11610	C	.......
40001004	ἐγέννησεν	εγεννησεν	γεννάω	10800	V	IAA3..S
40001004	τὸν	τον	ὁ	35880	E	....AMS
40001004	Σαλμών,	σαλμων	Σαλμών	45330	N	....AMS
40001005	Σαλμὼν	σαλμων	Σαλμών	45330	N	....NMS
40001005	δὲ	δε	δέ	11610	C	.......
40001005	ἐγέννησεν	εγεννησεν	γεννάω	10800	V	IAA3..S
40001005	τὸν	τον	ὁ	35880	E	....AMS
40001005	Βόες	βοεσ	Βόες	10030	N	....AMS
40001005	ἐκ	εκ	ἐκ	15370	P	.......
40001005	τῆς	τησ	ὁ	35880	E	....GFS
40001005	Ῥαχάβ,	ραχαβ	Ῥαχάβ	44770	N	....GFS
40001005	Βόες	βοεσ	Βόες	10030	N	....NMS
40001005	δὲ	δε	δέ	11610	C	.......
40001005	ἐγέννησεν	εγεννησεν	γεννάω	10800	V	IAA3..S
40001005	τὸν	τον	ὁ	35880	E	....AMS
40001005	Ἰωβὴδ	ιωβηδ	Ἰωβήδ	56010	N	....AMS
40001005	ἐκ	εκ	ἐκ	15370	P	.......
40001005	τῆς	τησ	ὁ	35880	E	....GFS
40001005	Ῥούθ,	ρουθ	Ῥούθ	45030	N	....GFS
40001005	Ἰωβὴδ	ιωβηδ	Ἰωβήδ	56010	N	....NMS
40001005	δὲ	δε	δέ	11610	C	.......
40001005	ἐγέννησεν	εγεννησεν	γεννάω	10800	V	IAA3..S
40001005	τὸν	τον	ὁ	35880	E	....AMS
40001005	Ἰεσσαί,	ιεσσαι	Ἰεσσαί	24210	N	....AMS
40001006	Ἰεσσαὶ	ιεσσαι	Ἰεσσαί	24210	N	....NMS
40001006	δὲ	δε	δέ	11610	C	.......
40001006	ἐγέννησεν	εγεννησεν	γεννάω	10800	V	IAA3..S
40001006	τὸν	τον	ὁ	35880	E	....AMS
40001006	Δαυὶδ	δαυειδ	Δαυίδ	11380	N	....AMS
40001006	τὸν	τον	ὁ	35880	E	....AMS
40001006	βασιλέα.	βασιλεα	βασιλεύς	9350	N	....AMS
40001006	¶Δαυὶδ	δαυειδ	Δαυίδ	11380	N	....NMS
40001006	δὲ	δε	δέ	11610	C	.......
40001006	ἐγέννησεν	εγεννησεν	γεννάω	10800	V	IAA3..S
40001006	τὸν	τον	ὁ	35880	E	....AMS
40001006	Σολομῶνα	σολομωνα	Σολομών	46720	N	....AMS
40001006	ἐκ	εκ	ἐκ	15370	P	.......
40001006	τῆς	τησ	ὁ	35880	R	....GFS
40001006	τοῦ	του	ὁ	35880	E	....GMS
40001006	Οὐρίου,	ουριου	Οὐρίας	37740	N	....GMS
40001007	Σολομὼν	σολομων	Σολομών	46720	N	....NMS
40001007	δὲ	δε	δέ	11610	C	.......
40001007	ἐγέννησεν	εγεννησεν	γεννάω	10800	V	IAA3..S
40001007	τὸν	τον	ὁ	35880	E	....AMS
40001007	Ῥοβοάμ,	ροβοαμ	Ῥοβοάμ	44970	N	....AMS
40001007	Ῥοβοὰμ	ροβοαμ	Ῥοβοάμ	44970	N	....NMS
40001007	δὲ	δε	δέ	11610	C	.......
40001007	ἐγέννησεν	εγεννησεν	γεννάω	10800	V	IAA3..S
40001007	τὸν	τον	ὁ	35880	E	....AMS
40001007	Ἀβιά,	αβια	Ἀβιά	70	N	....AMS
40001007	Ἀβιὰ	αβια	Ἀβιά	70	N	....NMS
40001007	δὲ	δε	δέ	11610	C	.......
40001007	ἐγέννησεν	εγεννησεν	γεννάω	10800	V	IAA3..S
40001007	τὸν	τον	ὁ	35880	E	....AMS
40001007	Ἀσάφ,	ασαφ	Ἀσάφ	7600	N	....AMS
40001008	Ἀσὰφ	ασαφ	Ἀσάφ	7600	N	....NMS
40001008	δὲ	δε	δέ	11610	C	.......
40001008	ἐγέννησεν	εγεννησεν	γεννάω	10800	V	IAA3..S
40001008	τὸν	τον	ὁ	35880	E	....AMS
40001008	Ἰωσαφάτ,	ιωσαφατ	Ἰωσαφάτ	24980	N	....AMS
40001008	Ἰωσαφὰτ	ιωσαφατ	Ἰωσαφάτ	24980	N	....NMS
40001008	δὲ	δε	δέ	11610	C	.......
40001008	ἐγέννησεν	εγεννησεν	γεννάω	10800	V	IAA3..S
40001008	τὸν	τον	ὁ	35880	E	....AMS
40001008	Ἰωράμ,	ιωραμ	Ἰωράμ	24960	N	....AMS
40001008	Ἰωρὰμ	ιωραμ	Ἰωράμ	24960	N	....NMS
40001008	δὲ	δε	δέ	11610	C	.......
40001008	ἐγέννησεν	εγεννησεν	γεννάω	10800	V	IAA3..S
40001008	τὸν	τον	ὁ	35880	E	....AMS
40001008	Ὀζίαν,	οζειαν	Ὀζίας	36040	N	....AMS
40001009	Ὀζίας	οζειασ	Ὀζίας	36040	N	....NMS
40001009	δὲ	δε	δέ	11610	C	.......
40001009	ἐγέννησεν	εγεννησεν	γεννάω	10800	V	IAA3..S
40001009	τὸν	τον	ὁ	35880	E	....AMS
40001009	Ἰωαθάμ,	ιωαθαμ	Ἰωαθάμ	24880	N	....AMS
40001009	Ἰωαθὰμ	ιωαθαμ	Ἰωαθάμ	24880	N	....NMS
40001009	δὲ	δε	δέ	11610	C	.......
40001009	ἐγέννησεν	εγεννησεν	γεννάω	10800	V	IAA3..S
40001009	τὸν	τον	ὁ	35880	E	....AMS
40001009	Ἀχάζ,	αχαζ	Ἀχάζ	8810	N	....AMS
40001009	Ἀχὰζ	αχασ	Ἀχάζ	8810	N	....NMS
40001009	δὲ	δε	δέ	11610	C	.......
40001009	ἐγέννησεν	εγεννησεν	γεννάω	10800	V	IAA3..S
40001009	τὸν	τον	ὁ	35880	E	....AMS
40001009	Ἑζεκίαν,	εζεκιαν	Ἑζεκίας	14780	N	....AMS
40001010	Ἑζεκίας	εζεκιασ	Ἑζεκίας	14780	N	....NMS
40001010	δὲ	δε	δέ	11610	C	.......
40001010	ἐγέννησεν	εγεννησεν	γεννάω	10800	V	IAA3..S
40001010	τὸν	τον	ὁ	35880	E	....AMS
40001010	Μανασσῆ,	μανασση	Μανασσῆ	31280	N	....AMS
40001010	Μανασσῆς	μανασσησ	Μανασσῆς	31280	N	....NMS
40001010	δὲ	δε	δέ	11610	C	.......
40001010	ἐγέννησεν	εγεννησεν	γεννάω	10800	V	IAA3..S
40001010	τὸν	τον	ὁ	35880	E	....AMS
40001010	Ἀμώς,	αμωσ	Ἀμώς	3010	N	....AMS
40001010	Ἀμὼς	αμωσ	Ἀμώς	3010	N	....NMS
40001010	δὲ	δε	δέ	11610	C	.......
40001010	ἐγέννησεν	εγεννησεν	γεννάω	10800	V	IAA3..S
40001010	τὸν	τον	ὁ	35880	E	....AMS
40001010	Ἰωσίαν,	ιωσιαν	Ἰωσίας	25020	N	....AMS
40001011	Ἰωσίας	ιωσειασ	Ἰωσίας	25020	N	....NMS
40001011	δὲ	δε	δέ	11610	C	.......
40001011	ἐγέννησεν	εγεννησεν	γεννάω	10800	V	IAA3..S
40001011	τὸν	τον	ὁ	35880	E	....AMS
40001011	Ἰεχονίαν	ιεχονιαν	Ἰεχονίας	24230	N	....AMS
40001011	καὶ	και	καί	25320	C	.......
40001011	τοὺς	τουσ	ὁ	35880	E	....AMP
40001011	ἀδελφοὺς	αδελφουσ	ἀδελφός	800	N	....AMP
40001011	αὐτοῦ	αυτου	αὐτός	8460	R	...3GMS
40001011	ἐπὶ	επι	ἐπί	19090	P	.......
40001011	τῆς	τησ	ὁ	35880	E	....GFS
40001011	μετοικεσίας	μετοικεσιασ	μετοικεσία	33500	N	....GFS
40001011	Βαβυλῶνος.	βαβυλωνοσ	Βαβυλών	8970	N	....GFS
40001012	¶Μετὰ	μετα	μετά	33260	P	.......
40001012	δὲ	δε	δέ	11610	C	.......
40001012	τὴν	την	ὁ	35880	E	....AFS
40001012	μετοικεσίαν	μετοικεσιαν	μετοικεσία	33500	N	....AFS
40001012	Βαβυλῶνος,	βαβυλωνοσ	Βαβυλών	8970	N	....GFS
40001012	Ἰεχονίας	ιεχονιασ	Ἰεχονίας	24230	N	....NMS
40001012	ἐγέννησεν	εγεννησεν	γεννάω	10800	V	IAA3..S
40001012	τὸν	τον	ὁ	35880	E	....AMS
40001012	Σαλαθιήλ,	σαλαθιηλ	Σαλαθιήλ	45280	N	....AMS
40001012	Σαλαθιὴλ	σαλαθιηλ	Σαλαθιήλ	45280	N	....NMS
40001012	δὲ	δε	δέ	11610	C	.......
40001012	ἐγέννησεν	εγεννησεν	γεννάω	10800	V	IAA3..S
40001012	τὸν	τον	ὁ	35880	E	....AMS
40001012	Ζοροβαβέλ,	ζοροβαβελ	Ζοροβαβέλ	22160	N	....AMS
40001013	Ζοροβαβὲλ	ζοροβαβελ	Ζοροβαβέλ	22160	N	....NMS
40001013	δὲ	δε	δέ	11610	C	.......
40001013	ἐγέννησεν	εγεννησεν	γεννάω	10800	V	IAA3..S
40001013	τὸν	τον	ὁ	35880	E	....AMS
40001013	Ἀβιούδ,	αβιουδ	Ἀβιούδ	100	N	....AMS
40001013	Ἀβιοὺδ	αβιουδ	Ἀβιούδ	100	N	....NMS
40001013	δὲ	δε	δέ	11610	C	.......
40001013	ἐγέννησεν	εγεννησεν	γεννάω	10800	V	IAA3..S
40001013	τὸν	τον	ὁ	35880	E	....AMS
40001013	Ἐλιακείμ,	ελιακειμ	Ἐλιακείμ	16620	N	....AMS
40001013	Ἐλιακεὶμ	ελιακειμ	Ἐλιακείμ	16620	N	....NMS
40001013	δὲ	δε	δέ	11610	C	.......
40001013	ἐγέννησεν	εγεννησεν	γεννάω	10800	V	IAA3..S
40001013	τὸν	τον	ὁ	35880	E	....AMS
40001013	Ἀζώρ,	αζωρ	Ἀζώρ	1070	N	....AMS
40001014	Ἀζὼρ	αζωρ	Ἀζώρ	1070	N	....NMS
40001014	δὲ	δε	δέ	11610	C	.......
40001014	ἐγέννησεν	εγεννησεν	γεννάω	10800	V	IAA3..S
40001014	τὸν	τον	ὁ	35880	E	....AMS
40001014	Σαδώκ,	σαδωκ	Σαδώκ	45240	N	....AMS
40001014	Σαδὼκ	σαδωκ	Σαδώκ	45240	N	....NMS
40001014	δὲ	δε	δέ	11610	C	.......
40001014	ἐγέννησεν	εγεννησεν	γεννάω	10800	V	IAA3..S
40001014	τὸν	τον	ὁ	35880	E	....AMS
40001014	Ἀχείμ,	αχειμ	Ἀχείμ	8850	N	....AMS
40001014	Ἀχεὶμ	αχειμ	Ἀχείμ	8850	N	....NMS
40001014	δὲ	δε	δέ	11610	C	.......
40001014	ἐγέννησεν	εγεννησεν	γεννάω	10800	V	IAA3..S
40001014	τὸν	τον	ὁ	35880	E	....AMS
40001014	Ἐλιούδ,	ελιουδ	Ἐλιούδ	16640	N	....AMS
40001015	Ἐλιοὺδ	ελιουδ	Ἐλιούδ	16640	N	....NMS
40001015	δὲ	δε	δέ	11610	C	.......
40001015	ἐγέννησεν	εγεννησεν	γεννάω	10800	V	IAA3..S
40001015	τὸν	τον	ὁ	35880	E	....AMS
40001015	Ἐλεάζαρ,	ελεαζαρ	Ἐλεάζαρ	16480	N	....AMS
40001015	Ἐλεάζαρ	ελεαζαρ	Ἐλεάζαρ	16480	N	....NMS
40001015	δὲ	δε	δέ	11610	C	.......
40001015	ἐγέννησεν	εγεννησεν	γεννάω	10800	V	IAA3..S
40001015	τὸν	τον	ὁ	35880	E	....AMS
40001015	Ματθάν,	ματθαν	Ματθάν	31570	N	....AMS
40001015	Ματθὰν	ματθαν	Ματθάν	31570	N	....NMS
40001015	δὲ	δε	δέ	11610	C	.......
40001015	ἐγέννησεν	εγεννησεν	γεννάω	10800	V	IAA3..S
40001015	τὸν	τον	ὁ	35880	E	....AMS
40001015	Ἰακώβ,	ιακωβ	Ἰακώβ	23840	N	....AMS
40001016	Ἰακὼβ	ιακωβ	Ἰακώβ	23840	N	....NMS
40001016	δὲ	δε	δέ	11610	C	.......
40001016	ἐγέννησεν	εγεννησεν	γεννάω	10800	V	IAA3..S
40001016	τὸν	τον	ὁ	35880	E	....AMS
40001016	Ἰωσὴφ	ιωσηφ	Ἰωσήφ	25010	N	....AMS
40001016	τὸν	τον	ὁ	35880	E	....AMS
40001016	ἄνδρα	ανδρα	ἀνήρ	4350	N	....AMS
40001016	Μαρίας,	μαριασ	Μαρία	31370	N	....GFS
40001016	ἐξ	εξ	ἐκ	15370	P	.......
40001016	ἧς	ησ	ὅς	37390	R	....GFS
40001016	ἐγεννήθη	εγεννηθη	γεννάω	10800	V	IAP3..S
40001016	˚Ἰησοῦς,	=ισ	Ἰησοῦς	24240	N	....NMS
40001016	ὁ	ο	ὁ	35880	R	....NMS
40001016	λεγόμενος	λεγομενοσ	λέγω	30040	V	PPP.NMS
40001016	˚Χριστός.	=χσ	χριστός	55470	N	....NMS
40001017	¶Πᾶσαι	πασαι	πᾶς	39560	E	....NFP
40001017	οὖν	ουν	οὖν	37670	C	.......
40001017	αἱ	αι	ὁ	35880	E	....NFP
40001017	γενεαὶ	γενεαι	γενεά	10740	N	....NFP
40001017	ἀπὸ	απο	ἀπό	5750	P	.......
40001017	Ἀβραὰμ	αβρααμ	Ἀβραάμ	110	N	....GMS
40001017	ἕως	εωσ	ἕως	21930	P	.......
40001017	Δαυὶδ	δαυειδ	Δαυίδ	11380	N	....GMS
40001017	γενεαὶ	γενεαι	γενεά	10740	N	....NFP
40001017	δεκατέσσαρες,	δεκατεσσαρεσ	δεκατέσσαρες	11800	E	....NFP
40001017	καὶ	και	καί	25320	C	.......
40001017	ἀπὸ	απο	ἀπό	5750	P	.......
40001017	Δαυὶδ	δαυειδ	Δαυίδ	11380	N	....GMS
40001017	ἕως	εωσ	ἕως	21930	P	.......
40001017	τῆς	τησ	ὁ	35880	E	....GFS
40001017	μετοικεσίας	μετοικεσιασ	μετοικεσία	33500	N	....GFS
40001017	Βαβυλῶνος	βαβυλωνοσ	Βαβυλών	8970	N	....GFS
40001017	γενεαὶ	γενεαι	γενεά	10740	N	....NFP
40001017	δεκατέσσαρες,	δεκατεσσαρεσ	δεκατέσσαρες	11800	E	....NFP
40001017	καὶ	και	καί	25320	C	.......
40001017	ἀπὸ	απο	ἀπό	5750	P	.......
40001017	τῆς	τησ	ὁ	35880	E	....GFS
40001017	μετοικεσίας	μετοικεσιασ	μετοικεσία	33500	N	....GFS
40001017	Βαβυλῶνος	βαβυλωνοσ	Βαβυλών	8970	N	....GFS
40001017	ἕως	εωσ	ἕως	21930	P	.......
40001017	τοῦ	του	ὁ	35880	E	....GMS
40001017	˚Χριστοῦ	=χυ	χριστός	55470	N	....GMS
40001017	γενεαὶ	γενεαι	γενεά	10740	N	....NFP
40001017	δεκατέσσαρες.	δεκατεσσαρεσ	δεκατέσσαρες	11800	E	....NFP
40001018	¶Τοῦ	του	ὁ	35880	E	....GMS
40001018	δὲ	δε	δέ	11610	C	.......
40001018	˚Ἰησοῦ	=ιυ	Ἰησοῦς	24240	N	....GMS
40001018	˚Χριστοῦ	=χυ	χριστός	55470	N	....GMS
40001018	ἡ	η	ὁ	35880	E	....NFS
40001018	γένεσις	γενεσισ	γένεσις	10780	N	....NFS
40001018	οὕτως	ουτωσ	οὕτως	37790	D	.......
40001018	ἦν:	ην	εἰμί	15100	V	IIA3..S
40001018	μνηστευθείσης	μνηστευθεισησ	μνηστεύω	34230	V	PAP.GFS
40001018	τῆς	τησ	ὁ	35880	E	....GFS
40001018	μητρὸς	μητροσ	μήτηρ	33840	N	....GFS
40001018	αὐτοῦ	αυτου	αὐτός	8460	R	...3GMS
40001018	Μαρίας	μαριασ	Μαρία	31370	N	....GFS
40001018	τῷ	τω	ὁ	35880	E	....DMS
40001018	Ἰωσήφ,	ιωσηφ	Ἰωσήφ	25010	N	....DMS
40001018	πρὶν	πριν	πρίν	42500	C	.......
40001018	ἢ	η	ἤ	22280	T	.......
40001018	συνελθεῖν	συνελθειν	συνέρχομαι	49050	V	NAA....
40001018	αὐτοὺς,	αυτουσ	αὐτός	8460	R	...3AMP
40001018	εὑρέθη	ευρεθη	εὑρίσκω	21470	V	IAP3..S
40001018	ἐν	εν	ἐν	17220	P	.......
40001018	γαστρὶ	γαστρι	γαστήρ	10640	N	....DFS
40001018	ἔχουσα	εχουσα	ἔχω	21920	V	PPA.NFS
40001018	ἐκ	εκ	ἐκ	15370	P	.......
40001018	˚Πνεύματος	=πνσ	πνεῦμα	41510	N	....GNS
40001018	Ἁγίου.	αγιου	ἅγιος	400	A	....GNS
40001019	Ἰωσὴφ	ιωσηφ	Ἰωσήφ	25010	N	....NMS
40001019	δὲ	δε	δέ	11610	C	.......
40001019	ὁ	ο	ὁ	35880	E	....NMS
40001019	ἀνὴρ	ανηρ	ἀνήρ	4350	N	....NMS
40001019	αὐτῆς,	αυτησ	αὐτός	8460	R	...3GFS
40001019	δίκαιος	δικαιοσ	δίκαιος	13420	S	....NMS
40001019	ὢν	ων	εἰμί	15100	V	PPA.NMS
40001019	καὶ	και	καί	25320	C	.......
40001019	μὴ	μη	μή	33610	D	.......
40001019	θέλων	θελων	θέλω	23090	V	PPA.NMS
40001019	αὐτὴν	αυτην	αὐτός	8460	R	...3AFS
40001019	δειγματίσαι,	δειγματισαι	δειγματίζω	11650	V	NAA....
40001019	ἐβουλήθη	εβουληθη	βούλομαι	10140	V	IAP3..S
40001019	λάθρᾳ	λαθρα	λάθρᾳ	29770	D	.......
40001019	ἀπολῦσαι	απολυσαι	ἀπολύω	6300	V	NAA....
40001019	αὐτήν.	αυτην	αὐτός	8460	R	...3AFS
40001020	Ταῦτα	ταυτα	οὗτος	37780	R	....ANP
40001020	δὲ	δε	δέ	11610	C	.......
40001020	αὐτοῦ	αυτου	αὐτός	8460	R	...3GMS
40001020	ἐνθυμηθέντος,	ενθυμηθεντοσ	ἐνθυμέομαι	17600	V	PAP.GMS
40001020	ἰδοὺ,	ιδου	ὁράω	37080	I	MAM2..S
40001020	ἄγγελος	αγγελοσ	ἄγγελος	320	N	....NMS
40001020	˚Κυρίου	=κυ	κύριος	29620	N	....GMS
40001020	κατʼ	κατ	κατά	25960	P	.......
40001020	ὄναρ	οναρ	ὄναρ	36770	N	....ANS
40001020	ἐφάνη	εφανη	φαίνω	53160	V	IAP3..S
40001020	αὐτῷ	αυτω	αὐτός	8460	R	...3DMS
40001020	λέγων,	λεγων	λέγω	30040	V	PPA.NMS
40001020	“Ἰωσὴφ,	ιωσηφ	Ἰωσήφ	25010	N	....VMS
40001020	υἱὸς	υιοσ	υἱός	52070	N	....NMS
40001020	Δαυίδ,	δαυειδ	Δαυίδ	11380	N	....GMS
40001020	μὴ	μη	μή	33610	D	.......
40001020	φοβηθῇς	φοβηθησ	φοβέω	53990	V	SAP2..S
40001020	παραλαβεῖν	παραλαβειν	παραλαμβάνω	38800	V	NAA....
40001020	Μαριὰμ	μαριαμ	Μαριάμ	31370	N	....AFS
40001020	τὴν	την	ὁ	35880	E	....AFS
40001020	γυναῖκά	γυναικα	γυνή	11350	N	....AFS
40001020	σου,	σου	σύ	47710	R	...2G.S
40001020	τὸ	το	ὁ	35880	R	....NNS
40001020	γὰρ	γαρ	γάρ	10630	C	.......
40001020	ἐν	εν	ἐν	17220	P	.......
40001020	αὐτῇ	αυτη	αὐτός	8460	R	...3DFS
40001020	γεννηθὲν	γεννηθεν	γεννάω	10800	V	PAP.NNS
40001020	ἐκ	εκ	ἐκ	15370	P	.......
40001020	˚Πνεύματός	=πνσ	πνεῦμα	41510	N	....GNS
40001020	ἐστιν	εστιν	εἰμί	15100	V	IPA3..S
40001020	Ἁγίου.	αγιου	ἅγιος	400	A	....GNS
40001021	Τέξεται	τεξεται	τίκτω	50880	V	IFM3..S
40001021	δὲ	δε	δέ	11610	C	.......
40001021	υἱὸν,	υιον	υἱός	52070	N	....AMS
40001021	καὶ	και	καί	25320	C	.......
40001021	καλέσεις	καλεσεισ	καλέω	25640	V	IFA2..S
40001021	τὸ	το	ὁ	35880	E	....ANS
40001021	ὄνομα	ονομα	ὄνομα	36860	N	....ANS
40001021	αὐτοῦ	αυτου	αὐτός	8460	R	...3GMS
40001021	˚Ἰησοῦν,	=ιν	Ἰησοῦς	24240	N	....AMS
40001021	αὐτὸς	αυτοσ	αὐτός	8460	R	...3NMS
40001021	γὰρ	γαρ	γάρ	10630	C	.......
40001021	σώσει	σωσει	σῴζω	49820	V	IFA3..S
40001021	τὸν	τον	ὁ	35880	E	....AMS
40001021	λαὸν	λαον	λαός	29920	N	....AMS
40001021	αὐτοῦ	αυτου	αὐτός	8460	R	...3GMS
40001021	ἀπὸ	απο	ἀπό	5750	P	.......
40001021	τῶν	των	ὁ	35880	E	....GFP
40001021	ἁμαρτιῶν	αμαρτιων	ἁμαρτία	2660	N	....GFP
40001021	αὐτῶν.”	αυτων	αὐτός	8460	R	...3GMP
40001022	Τοῦτο	τουτο	οὗτος	37780	R	....NNS
40001022	δὲ	δε	δέ	11610	C	.......
40001022	ὅλον	ολον	ὅλος	36500	E	....NNS
40001022	γέγονεν,	γεγονεν	γίνομαι	10960	V	IEA3..S
40001022	ἵνα	ινα	ἵνα	24430	C	.......
40001022	πληρωθῇ	πληρωθη	πληρόω	41370	V	SAP3..S
40001022	τὸ	το	ὁ	35880	R	....NNS
40001022	ῥηθὲν	ρηθεν	λέγω	30040	V	PAP.NNS
40001022	ὑπὸ	υπο	ὑπό	52590	P	.......
40001022	˚Κυρίου	=κυ	κύριος	29620	N	....GMS
40001022	διὰ	δια	διά	12230	P	.......
40001022	τοῦ	του	ὁ	35880	E	....GMS
40001022	προφήτου	προφητου	προφήτης	43960	N	....GMS
40001022	λέγοντος,	λεγοντοσ	λέγω	30040	V	PPA.GMS
40001023	“Ἰδοὺ,	ιδου	ὁράω	37080	I	MAM2..S
40001023	ἡ	η	ὁ	35880	E	....NFS
40001023	παρθένος	παρθενοσ	παρθένος	39330	N	....NFS
40001023	ἐν	εν	ἐν	17220	P	.......
40001023	γαστρὶ	γαστρι	γαστήρ	10640	N	....DFS
40001023	ἕξει	εξει	ἔχω	21920	V	IFA3..S
40001023	καὶ	και	καί	25320	C	.......
40001023	τέξεται	τεξεται	τίκτω	50880	V	IFM3..S
40001023	υἱόν,	υιον	υἱός	52070	N	....AMS
40001023	καὶ	και	καί	25320	C	.......
40001023	καλέσουσιν	καλεσουσιν	καλέω	25640	V	IFA3..P
40001023	τὸ	το	ὁ	35880	E	....ANS
40001023	ὄνομα	ονομα	ὄνομα	36860	N	....ANS
40001023	αὐτοῦ	αυτου	αὐτός	8460	R	...3GMS
40001023	Ἐμμανουήλ”,	εμμανουηλ	Ἐμμανουήλ	16940	N	....AMS
40001023	ὅ	ο	ὅς	37390	R	....NNS
40001023	ἐστιν	εστιν	εἰμί	15100	V	IPA3..S
40001023	μεθερμηνευόμενον,	μεθερμηνευομενον	μεθερμηνεύω	31770	V	PPP.NNS
40001023	“Μεθʼ	μεθ	μετά	33260	P	.......
40001023	ἡμῶν	ημων	ἐγώ	14730	R	...1G.P
40001023	ὁ	ο	ὁ	35880	E	....NMS
40001023	˚Θεός”.	=θσ	θεός	23160	N	....NMS
40001024	Ἐγερθεὶς	εγερθεισ	ἐγείρω	14530	V	PAP.NMS
40001024	δὲ	δε	δέ	11610	C	.......
40001024	ὁ	ο	ὁ	35880	E	....NMS
40001024	Ἰωσὴφ	ιωσηφ	Ἰωσήφ	25010	N	....NMS
40001024	ἀπὸ	απο	ἀπό	5750	P	.......
40001024	τοῦ	του	ὁ	35880	E	....GMS
40001024	ὕπνου,	υπνου	ὕπνος	52580	N	....GMS
40001024	ἐποίησεν	εποιησεν	ποιέω	41600	V	IAA3..S
40001024	ὡς	ωσ	ὡς	56130	C	.......
40001024	προσέταξεν	προσεταξεν	προστάσσω	43670	V	IAA3..S
40001024	αὐτῷ	αυτω	αὐτός	8460	R	...3DMS
